review_id	review_text	aspect_terms
3086	while the place is not a hotspot hangout , the drinks are unique and pack a lot of bang for the buck .	drinks	place
2466	i have walked by this place for eons and finally went thanks to a girls' night .	
531	have frequented 'ino for several years and the food remains excellent .	food
450	their eggplant is so delicate , sweet tender !	eggplant
121	i pray it stays open forever .	
3263	each bite of food at kai was indeed delicious , fresh , and elegant .	food
2939	all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it .	food	quality of food	priced
1678	if you want to save some money , do n't go here .	
2606	my friend got the mushroom pizza which tasted better .	mushroom pizza
2019	i had the cod with paella ( spicy and very filling , i 'm a big eater and could only eat half ) while my boyfriend had the classic fish and chips ( again , a big serving - at least 5 pieces of fish and a basketful of fries ) .	cod with paella	fish and chips	serving	fish	fries
1797	it 's a shame that a nice , convenient place like the pink pony can be so ruined by lousy service .	place	service
404	this is the first time citysearch did't call it right .	
1731	you should pass on the calamari .	calamari
2791	the porcini mushroom pasta special was tasteless , so was the seafood tagliatelle .	porcini mushroom pasta special	seafood tagliatelle
3261	try the spicy wontons and the salt pepper shrimps .	spicy wontons	salt pepper shrimps
1586	the food portions are really large .	food portions
1893	the fries are yummy .	fries
309	friendly and informative staff , very attentive and prompt raw bar service .	staff	bar service
2290	best taiwanese food in ny !	taiwanese food
3601	i have eaten at many pizza places around nyc and this is hands down the worst .	
736	this place is a great stop for great food .	food
2784	all the pastas are fantastic and the homemade lasagna is some of the best that i have had in the city .	pastas	homemade lasagna
2825	what for ?	
1741	fantastic !	
2118	they were dry and disgusting , i did n't even finish my first piece .	
84	highly recommended for a first date .	
369	we laughed when he finally offered us a dessert menu and we left a 10 percent tip , which was generous , i feel .	dessert menu	tip
3279	and the prices were way to high for what you get .	prices
1425	but people from sichuan will die for it ) - chongqing hot pot , chongqing was the biggest city of sichuan , now became an independent province .	
2743	skip baroanda down the street ( eurotrashy , snooty and expensive ) and check this place out !	
3324	skip this location and go to the one in soho .	
1792	the staff ignored my friends and i the entire time we were there .	staff
166	yet paired with such rude service , would never recommend for anyone interested in carrying any kind of conversation while there .	service
1679	i went to areo on a sunday afternoon with four of my girlfriends , and spent three enjoyable hours there .	
1727	the in - house lady dj on saturday nights has outrageously good taste in music , and moreover , takes requests .	music	in - house lady dj
2425	i need at least three rolls to be full , and that 's at least $14 . 00 !	rolls
3532	anyone who ever dined at a thai restaurant is in for a huge disappointment .	
3455	all of it was simply amazing , unique and tasty and best of all it did n't break the bank .	
3508	great wine list , reasonably priced . - - sara	wine list	priced
1541	the hot dogs were cold in the middle and the buns were stale .	hot dogs	buns
1037	while the food was excellent , it was n't cheap ( though not extremely expensive either ) .	food
2288	beef noodle soup is good as well .	beef noodle soup
2955	i was so sad to read the bad reviews this place got !	
2585	delivery service is great too .	delivery service
1386	the food 's dazzling flavors overwhelm the palate , truly embracing the beauty of authentic thai cuisine .	food	thai cuisine	flavors
1378	i recieved prompt service with a smile .	service
438	they pray to their food gods to make them into a good pizza like vt 's .	pizza
232	the place was quiet and delightful .	place
2764	molto bene !	
3246	. the best i 've found outside of the chinatown masters .	
2473	they are amazing !	
3051	avoid this place !	
3621	the food is a diamond in rough - - the food is delicious and homemade with the perfect balance of herbs and tomatoes .	food	food	herbs	tomatoes
2579	a must try !	
3489	as much as i like the food there , i ca n't bring myself to go back .	food
3600	it looked like shredded cheese partly done - still in strips .	shredded cheese
3519	the prices and ambience are especially great considering it 's in the west village .	prices	ambience
1183	the soup is pretty good too .	soup
2663	it is so easy to get a reservation at a top place in nyc with a week 's notice .	reservation
857	i have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats .	root vegetables	mushroom consomme	chef
1118	if you go to roth 's try to be served by mike , he is great ! !	served
2484	based on a visit a month ago , i returned the week before christmas and was hugely disappointed .	
576	went here on a friend 's reccomendation .	
2915	not the food , not the ambiance , not the service , i agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .	food	ambiance	service	wait staff
